"record_id","优先级","发布时间","页面任务","正式 URL","主 CTA","状态","负责人","US 搜索量","搜索意图","全球搜索量","内容类型","所属模块","全球 CPC","US CPC","主关键词","辅助关键词","Blog标题"
"recvrvmQ09VtU9","""P1""","","讲清 AI Risk Management Guide 的适用场景、实施步骤、风险与防护，并连接 AgentGuard 对应能力。","/guides/ai-risk-management","查看 AgentGuard 对应能力 / Start Free","""未上线""","","2,400","信息获取与方案评估","9,900","""Guide""","""Blog""","","","ai risk","risks of artificial intelligence","AI Risk Management Guide"
"recvrvmQ09yy0D","""P1""","","讲清 AI Audit Guide 的适用场景、实施步骤、风险与防护，并连接 AgentGuard 对应能力。","/guides/ai-audit","查看 AgentGuard 对应能力 / Start Free","""未上线""","","1,300","信息获取与方案评估","5,400","""Guide""","""Blog""","","","ai and audit","","AI Audit Guide"
"recvrvmQ099UfL","""P1""","","讲清 AI Privacy Guide 的适用场景、实施步骤、风险与防护，并连接 AgentGuard 对应能力。","/guides/ai-privacy","查看 AgentGuard 对应能力 / Start Free","""未上线""","","880","信息获取与方案评估","1,900","""Guide""","""Blog""","","","ai privacy","","AI Privacy Guide"
"recvrvmQ09ADFa","""P1""","","讲清 AI Governance Best Practices Guide 的适用场景、实施步骤、风险与防护，并连接 AgentGuard 对应能力。","/guides/ai-governance-best-practices","查看 AgentGuard 对应能力 / Start Free","""未上线""","","1,300","信息获取与方案评估","1,300","""Guide""","""Blog""","","","ai governance best practices","","AI Governance Best Practices Guide"
"recvrvmQ09z9jm","""P1""","","讲清 OWASP LLM Top 10 Guide 的适用场景、实施步骤、风险与防护，并连接 AgentGuard 对应能力。","/guides/owasp-llm-top-10","查看 AgentGuard 对应能力 / Start Free","""未上线""","","880","安全标准与风险学习","3,600","""Guide""","""Blog""","","","owasp llm top 10","","OWASP LLM Top 10 Guide"
"recvrvmQ09HIAq","""P1""","","讲清 Model Security Scanning Guide 的适用场景、实施步骤、风险与防护，并连接 AgentGuard 对应能力。","/guides/model-security-scanning","查看 AgentGuard 对应能力 / Start Free","""未上线""","","210","研究学习与平台评估","1,000","""Guide""","""Blog""","","","model security","","Model Security Scanning Guide"
"recvrvmQ09qxmi","""P1""","","讲清 CLI AI Agent Security Guide 的适用场景、实施步骤、风险与防护，并连接 AgentGuard 对应能力。","/guides/cli-ai-agent-security","查看 AgentGuard 对应能力 / Start Free","""未上线""","","50","平台实践与技术学习","390","""Guide""","""Blog""","","","cli ai agent","codex cli security","CLI AI Agent Security Guide"
"recvrvmQ09SbqO","""P1""","","讲清 Safe ChatGPT Use Guide 的适用场景、实施步骤、风险与防护，并连接 AgentGuard 对应能力。","/guides/how-to-use-chatgpt-safely","查看 AgentGuard 对应能力 / Start Free","""未上线""","","30","技术研究与平台评估","90","""Guide""","""Blog""","","","how to use chatgpt safely","","Safe ChatGPT Use Guide"
"recvrvmQ09HEYV","""P1""","","讲清 Arbitrary Code Execution in AI Agents Guide 的适用场景、实施步骤、风险与防护，并连接 AgentGuard 对应能力。","/guides/ai-agent-arbitrary-code-execution","查看 AgentGuard 对应能力 / Start Free","""未上线""","","1,000","平台实践与技术学习","2,900","""Guide""","""Blog""","","","arbitrary code execution","","Arbitrary Code Execution in AI Agents Guide"
"recvrvmQ097wxp","""P1""","","定义 What Is Denial of Wallet?，说明适用语境、相关风险与后续 Guide/Solution 入口。","/glossary/denial-of-wallet","阅读相关 Guide / 查看 AgentGuard 对应能力","""未上线""","","70","概念理解","390","""Glossary""","""Blog""","","","denial of wallet","","What Is Denial of Wallet?"
"recvrvmQ09YTED","""P1""","","定义 What Is a Model Inversion Attack?，说明适用语境、相关风险与后续 Guide/Solution 入口。","/glossary/model-inversion","阅读相关 Guide / 查看 AgentGuard 对应能力","""未上线""","","260","概念理解","1,000","""Glossary""","""Blog""","","","model inversion","","What Is a Model Inversion Attack?"
"recvrvmQ09lo4J","""P1""","","定义 What Is an AI Gateway?，说明适用语境、相关风险与后续 Guide/Solution 入口。","/glossary/ai-gateway","阅读相关 Guide / 查看 AgentGuard 对应能力","""未上线""","","140","概念理解","210","""Glossary""","""Blog""","","","what is an ai gateway","","What Is an AI Gateway?"
"recvrvmQ09yX5i","""P1""","","定义 Human-in-the-loop vs Human-on-the-loop，说明适用语境、相关风险与后续 Guide/Solution 入口。","/glossary/human-in-the-loop-vs-human-on-the-loop","阅读相关 Guide / 查看 AgentGuard 对应能力","""未上线""","","320","概念理解","1,600","""Glossary""","""Blog""","","","human on the loop","human in the loop ai","Human-in-the-loop vs Human-on-the-loop"
"recvrvmQ09d32x","""P1""","","定义 What Is AI Model Collapse?，说明适用语境、相关风险与后续 Guide/Solution 入口。","/glossary/ai-model-collapse","阅读相关 Guide / 查看 AgentGuard 对应能力","""未上线""","","880","概念理解","1,900","""Glossary""","""Blog""","","","ai model collapse","","What Is AI Model Collapse?"
"recvrvmQ09eudN","""P1""","","定义 What Is the Lethal Trifecta?，说明适用语境、相关风险与后续 Guide/Solution 入口。","/glossary/lethal-trifecta","阅读相关 Guide / 查看 AgentGuard 对应能力","""未上线""","","90","概念理解","170","""Glossary""","""Blog""","","","simon willison lethal trifecta","","What Is the Lethal Trifecta?"
"recvrvmQ09gKvY","""P1""","","定义 What Is Agent Scaffolding?，说明适用语境、相关风险与后续 Guide/Solution 入口。","/glossary/agent-scaffolding","阅读相关 Guide / 查看 AgentGuard 对应能力","""未上线""","","50","概念理解","140","""Glossary""","""Blog""","","","agent scaffolding","","What Is Agent Scaffolding?"
"recvrvmQ09jMPl","""P1""","","定义 Types of AI Agents，说明适用语境、相关风险与后续 Guide/Solution 入口。","/glossary/types-of-ai-agents","阅读相关 Guide / 查看 AgentGuard 对应能力","""未上线""","","590","概念理解","2,900","""Glossary""","""Blog""","","","types of ai agents","","Types of AI Agents"
"recvrvmQ09H57R","""P1""","","定义 What Is Model Governance?，说明适用语境、相关风险与后续 Guide/Solution 入口。","/glossary/model-governance","阅读相关 Guide / 查看 AgentGuard 对应能力","""未上线""","","170","概念理解","590","""Glossary""","""Blog""","","","model governance","","What Is Model Governance?"
"recvrvmQ0943uQ","""P1""","","产品安全和数据风险评估","/review/github-copilot-security","查看 AgentGuard 对应能力 / Start Free","""未上线""","","210","产品安全评估","590","""Review""","""Blog""","15.66","","is copilot secure","","GitHub Copilot Security Review"
"recvrvmQ098i7u","""P1""","","产品安全和隐私评估","/review/gemini-security","查看 AgentGuard 对应能力 / Start Free","""未上线""","","260","产品安全评估","1300","""Review""","""Blog""","0.10","0.10","is gemini safe","","Is Google Gemini Safe? Security Review"
"recvrvmQ09VuKN","""P1""","","OpenClaw 企业环境安全能力评估","/review/openclaw-enterprise","查看 AgentGuard 对应能力 / Start Free","""未上线""","","","产品安全评估","","""Review""","""Blog""","","","openclaw security review","openclaw enterprise","OpenClaw Enterprise Security Review"
"recvrvmQ09SHWf","""P1""","","企业采购前安全评估","/review/chatgpt-enterprise-security","查看 AgentGuard 对应能力 / Start Free","""未上线""","","","产品安全评估","","""Review""","""Blog""","","","chatgpt enterprise security review","chatgpt enterprise","ChatGPT Enterprise Security Review"
"recvrvmQ09xAlB","""P1""","","浏览器扩展安全评估","/review/claude-chrome-extension-security","查看 AgentGuard 对应能力 / Start Free","""未上线""","","","产品安全评估","","""Review""","""Blog""","","","claude chrome extension security","claude chrome extension","Claude Chrome Extension Security Review"
"recvrvmQ095DDX","""P1""","","平台整体安全评估","/review/claude-security","查看 AgentGuard 对应能力 / Start Free","""未上线""","","2400","产品安全评估","12100","""Review""","""Blog""","7.18","7.48","claude security","","Claude Security Review"
"recvrvmQ094ocb","""P1""","","配置 Agent Mode 的权限、工具、数据边界和失败保护","/guides/how-to-secure-chatgpt-agent-mode","查看 AgentGuard 对应能力","""未上线""","","","操作实施","","""Guide""","""Blog""","","","how to secure chatgpt agent mode","chatgpt agent mode limits; chatgpt agent mode security","How to Secure ChatGPT Agent Mode"
"recvrvmQ09Mbx5","""P1""","","配置审计数据采集、查询、留存和验证","/guides/how-to-audit-claude-compliance-api","查看 AgentGuard 对应能力","""未上线""","","","操作实施","","""Guide""","""Blog""","","","how to audit agent activity with claude compliance api","claude compliance api; agent audit log","How to Audit Agent Activity with the Claude Compliance API"
"recvrvmQ094mGa","""P1""","","限制动作、权限、敏感数据和人工确认，并验证失败保护","/guides/how-to-secure-claude-computer-use","查看 AgentGuard 对应能力","""未上线""","","","操作实施","","""Guide""","""Blog""","","","how to secure claude computer use","claude computer use security; computer use permissions","How to Secure Claude Computer Use"
"recvrvmQ09w8Yr","""P1""","","定义 agentic security 的保护对象、生命周期和与传统应用安全的边界","/glossary/agentic-security","阅读 AI Agent Security Guide / 查看 Runtime Guard","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","agentic security","ai agent security; autonomous agent security","What Is Agentic Security?"
"recvrvmQ09LFme","""P1""","","定义 AI Agent Security 的范围，并作为全站术语入口","/glossary/ai-agent-security","阅读相关 Guides / 查看 AgentGuard","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","ai agent security","agent security platform; ai agent protection","What Is AI Agent Security?"
"recvrvmQ09O8UX","""P1""","","解释运行时风险判定、阻断与审计，不写实施步骤","/glossary/ai-agent-runtime-security","阅读 Runtime Security Guide / 查看 Runtime Guard","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","ai agent runtime security","agent runtime protection; runtime guard for ai agents","What Is AI Agent Runtime Security?"
"recvrvmQ09FOWK","""P1""","","定义保护面及预执行、运行时、事后审计三层边界","/glossary/ai-agent-protection","阅读 AI Agent Security Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","ai agent protection","autonomous agent security; agent runtime protection","What Is AI Agent Protection?"
"recvrvmQ09qWTZ","""P1""","","解释自主执行带来的权限、工具与数据风险","/glossary/autonomous-agent-security","阅读 AI Agent Security Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","autonomous agent security","agentic security; ai agent protection","What Is Autonomous Agent Security?"
"recvrvmQ09KuH5","""P1""","","定义编码 Agent 的命令、仓库、凭证和工具风险","/glossary/ai-coding-agent-security","阅读 Coding Agent Security Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","ai coding agent security","developer ai agent security; ai coding assistant security","What Is AI Coding Agent Security?"
"recvrvmQ09Gav9","""P1""","","解释扫描对象、输出和与运行时防护的差异","/glossary/ai-agent-security-scanner","查看 Deep Scan / 阅读扫描 Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","ai agent security scanner","agent security scanner; malicious tool scanner","What Is an AI Agent Security Scanner?"
"recvrvmQ09tvUf","""P1""","","定义 runtime guard 在动作执行前的判断与阻断职责","/glossary/ai-agent-runtime-guard","查看 Runtime Guard","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","ai agent runtime guard","runtime guard for ai agents; agent runtime protection","What Is an AI Agent Runtime Guard?"
"recvrvmQ09eFVQ","""P1""","","定义 guardrails 的控制对象，并与 runtime security 区分","/glossary/ai-agent-guardrails","阅读 Guardrails Guide / 查看 AgentGuard","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","ai agent guardrails","llm guardrails; agent guardrails","What Are AI Agent Guardrails?"
"recvrvmQ097nma","""P1""","","定义 AI firewall 的输入输出过滤边界，与 runtime guard 区分","/glossary/ai-firewall","阅读 AI Firewall Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","ai firewall","llm firewall; ai security gateway","What Is an AI Firewall?"
"recvrvmQ09BwUc","""P1""","","定义 AI-SPM 的资产、配置与风险可见性范围","/glossary/ai-security-posture-management","阅读 AI-SPM Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","ai security posture management","ai-spm; ai security posture","What Is AI Security Posture Management?"
"recvrvmQ09X0hD","""P1""","","定义事件、轨迹、工具调用与决策可见性","/glossary/ai-agent-observability","阅读 Observability Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","agent observability","ai agent observability; agent monitoring","What Is AI Agent Observability?"
"recvrvmQ094mZQ","""P1""","","定义 Agent 身份、权限、授权与撤销","/glossary/ai-agent-identity-access-management","阅读 Identity and Access Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","ai agent identity and access management","agents access; agent access control","What Is AI Agent Identity and Access Management?"
"recvrvmQ09LAjN","""P1""","","定义外泄路径、触发条件与影响范围","/glossary/ai-agent-data-exfiltration","阅读 Data Exfiltration Prevention Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","ai agent data exfiltration","rag data exfiltration; agent data leakage","What Is AI Agent Data Exfiltration?"
"recvrvmQ09OF25","""P1""","","定义资产、策略、审批和审计的治理范围","/glossary/ai-agent-governance","阅读 Governance Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","ai agent governance","enterprise ai agent governance; agent governance","What Is AI Agent Governance?"
"recvrvmQ09m1t9","""P1""","","定义面向 AI/Agent 的敏感数据检测与阻断","/glossary/ai-dlp","阅读 AI DLP Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","ai dlp","ai data loss prevention; ai agent data loss prevention","What Is AI Data Loss Prevention?"
"recvrvmQ09zwbO","""P1""","","定义资产、信任边界、威胁和控制项","/glossary/ai-agent-threat-modeling","阅读 Threat Modeling Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","ai agent threat model","ai agent threat modeling; agent attack surface","What Is AI Agent Threat Modeling?"
"recvrvmQ09bTEQ","""P1""","","定义浏览器 Agent 的页面、会话、凭证与动作风险","/glossary/browser-agent-security","阅读 Browser Agent Security Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","browser agent security","browser agent security risk; agentic browser security","What Is Browser Agent Security?"
"recvrvmQ09NlWi","""P1""","","定义针对 Agent 行为、工具与权限的对抗测试","/glossary/ai-agent-red-teaming","阅读 AI Red Teaming Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","ai agent red teaming","ai red teaming; agent red team","What Is AI Agent Red Teaming?"
"recvrvmQ09VN11","""P1""","","定义数据污染的对象、路径和影响","/glossary/data-poisoning","阅读 Data Poisoning Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","data poisoning","ai data poisoning; training data poisoning","What Is Data Poisoning?"
"recvrvmQ09ADwV","""P1""","","定义模型、应用、数据和 Agent 层安全边界","/glossary/llm-security","阅读 LLM Security Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","llm security","large language model security; generative ai security","What Is LLM Security?"
"recvrvmQ09SMpA","""P1""","","定义检索、上下文和知识库风险","/glossary/rag-security","阅读 RAG Security Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","rag security","rag data exfiltration; retrieval augmented generation security","What Is RAG Security?"
"recvrvmQ090YJF","""P1""","","定义预防控制与检测、测试、响应的边界","/glossary/prompt-injection-prevention","阅读 Prevention Guide / 查看 AgentGuard","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","prompt injection prevention","prompt injection protection; prompt injection defense","What Is Prompt Injection Prevention?"
"recvrvmQ09zwvw","""P1""","","定义测试目标、测试面与结果类型","/glossary/prompt-injection-testing","阅读 Testing Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","prompt injection testing","prompt injection test; agent red teaming","What Is Prompt Injection Testing?"
"recvrvmQ09ebkE","""P1""","","定义 jailbreak defense，并与 prompt injection defense 区分","/glossary/jailbreak-defense","阅读 Prompt Injection Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","jailbreak defense","jailbreak prevention; llm jailbreak defense","What Is Jailbreak Defense?"
"recvrvmQ09FkBq","""P1""","","解释不可见字符如何改变提示内容与检测结果","/glossary/unicode-prompt-attack","阅读 Unicode Prompt Attack Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","invisible unicode","unicode prompt attack; hidden unicode prompt","What Is a Unicode Prompt Attack?"
"recvrvmQ09MCFd","""P1""","","定义攻击者覆盖 Agent 指令和目标的方式","/glossary/agent-instruction-hijacking","阅读 Prompt Injection Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","agent instruction hijacking","instruction hijacking; prompt instruction override","What Is Agent Instruction Hijacking?"
"recvrvmQ09l714","""P1""","","定义恶意工具描述、实现或返回值影响 Agent 决策的风险","/glossary/tool-poisoning","阅读 MCP Supply Chain Guide / 查看 Deep Scan","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","what is tool poisoning","tool poisoning attack; ai agent tool poisoning","What Is Tool Poisoning?"
"recvrvmQ09eAZ0","""P1""","","定义 MCP 的服务器、工具、传输和权限风险边界","/glossary/mcp-security","阅读 MCP Security Guide / 查看 Deep Scan","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","what is mcp security","mcp server security; model context protocol security","What Is MCP Security?"
"recvrvmQ09sXMm","""P1""","","定义 MCP 依赖、更新、发布者和分发链风险","/glossary/mcp-supply-chain-risk","阅读 MCP Supply Chain Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","mcp supply chain security","ai agent supply chain security; mcp supply chain risk","What Is MCP Supply Chain Risk?"
"recvrvmQ09zGQz","""P1""","","定义客户端、服务器和用户身份验证","/glossary/mcp-authentication","阅读 MCP Authentication Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","mcp authentication","mcp server authentication; mcp auth","What Is MCP Authentication?"
"recvrvmQ09Y4xv","""P1""","","定义 MCP 工具和资源的权限决策","/glossary/mcp-authorization","阅读 MCP Authentication Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","mcp authorization","mcp permissions; mcp access control","What Is MCP Authorization?"
"recvrvmQ094OzS","""P1""","","定义 MCP 资产、审批、策略和审计","/glossary/mcp-governance","阅读 MCP Governance Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","mcp governance","mcp policy enforcement; mcp inventory","What Is MCP Governance?"
"recvrvmQ09ah9I","""P1""","","定义扫描对象、输出及与 runtime protection 的差异","/glossary/mcp-security-scanner","查看 Deep Scan / 阅读扫描 Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","mcp security scanner","mcp server scanner; mcp scanner","What Is an MCP Security Scanner?"
"recvrvmQ09kMAd","""P1""","","定义 gateway 的连接、策略和审计职责","/glossary/mcp-gateway","阅读 MCP Gateway Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","mcp gateway","ai gateway; mcp proxy","What Is an MCP Gateway?"
"recvrvmQ09tQmM","""P1""","","定义本地 MCP 部署及信任边界","/glossary/local-mcp-server","阅读 Local vs Remote MCP","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","local mcp server","local model context protocol server","What Is a Local MCP Server?"
"recvrvmQ09mvKq","""P1""","","定义远程 MCP 部署及网络、身份与数据边界","/glossary/remote-mcp-server","阅读 Local vs Remote MCP","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","remote mcp server","hosted mcp server; remote model context protocol server","What Is a Remote MCP Server?"
"recvrvmQ09Tn6u","""P1""","","定义恶意或被入侵 MCP Server 的行为信号","/glossary/malicious-mcp-server","阅读 MCP Scanning Guide / 查看 Deep Scan","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","malicious mcp server","detect malicious mcp server; unsafe mcp server","What Is a Malicious MCP Server?"
"recvrvmQ09qL9w","""P1""","","定义恶意工具的描述、权限、代码和输出风险","/glossary/malicious-agent-tool","阅读 Tool Scanning Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","malicious agent tool","malicious tools; poisoned agent tool","What Is a Malicious AI Agent Tool?"
"recvrvmQ09CyB7","""P1""","","定义凭证经提示、日志、工具或命令泄露的路径","/glossary/ai-agent-credential-leak","阅读 Credential Leak Prevention Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","ai agent credential leak","credential leaks in agent tools; prevent credential leaks from ai agents","What Is an AI Agent Credential Leak?"
"recvrvmQ09BQPF","""P1""","","定义高风险工具调用及判定上下文","/glossary/dangerous-agent-tool-call","阅读 Tool Call Security Guide / 查看 Runtime Guard","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","dangerous ai agent tool call","malicious tool calls; risky tool call","What Is a Dangerous AI Agent Tool Call?"
"recvrvmQ09oDqm","""P1""","","定义模型、工具、技能、插件和更新链的风险","/glossary/ai-agent-supply-chain-security","阅读 Supply Chain Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","ai agent supply chain security","ai agent supply chain risk; agent component security","What Is AI Agent Supply Chain Security?"
"recvrvmQ09snTN","""P1""","","定义恶意插件及安装、权限和更新风险","/glossary/malicious-ai-plugin","阅读 Component Scanning Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","malicious plugins","malicious ai plugin; agent plugin security","What Is a Malicious AI Plugin?"
"recvrvmQ09BJSu","""P1""","","定义技能更新引入的权限、代码和行为变化","/glossary/suspicious-agent-skill-update","阅读 Component Scanning Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","suspicious skill updates","ai agent skill security; malicious skill update","What Is a Suspicious AI Agent Skill Update?"
"recvrvmQ09eltM","""P1""","","定义工具调用的参数、上下文、风险和结果分析","/glossary/agent-tool-call-analysis","查看 Runtime Guard","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","agent tool call analyzer","ai agent tool call analysis; tool call risk analysis","What Is Agent Tool Call Analysis?"
"recvrvmQ09TyS7","""P1""","","定义动作执行前返回 allow/deny/risk 决策的 API","/glossary/runtime-decision-api","查看 AgentGuard API","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","runtime decision api","ai agent runtime decision api; agent policy api","What Is a Runtime Decision API?"
"recvrvmQ09fepS","""P1""","","定义命令风险识别和执行阻断","/glossary/dangerous-command-blocking","阅读 Coding Agent Security Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","dangerous command blocking","block dangerous ai agent commands; command risk detection","What Is Dangerous Command Blocking?"
"recvrvmQ09bTIr","""P1""","","定义默认拒绝与按策略放行的治理方式","/glossary/deny-first-ai-governance","阅读 Agent Governance Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","deny-first governance","default deny ai agent policy; agent policy enforcement","What Is Deny-First AI Governance?"
"recvrvmQ09ds8K","""P1""","","定义需要记录的决策、动作、工具与结果证据","/glossary/ai-agent-audit-log","阅读 AI Agent Audit Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","ai agent audit logs","agent activity log; ai agent audit trail","What Is an AI Agent Audit Log?"
"recvrvmQ09ucIg","""P1""","","定义 Agent、模型、工具、凭证和所有者清单","/glossary/ai-agent-asset-inventory","阅读 Governance Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","agent asset inventory","ai agent inventory; enterprise agent inventory","What Is an AI Agent Asset Inventory?"
"recvrvmQ092mdn","""P1""","","定义针对 Agent 控制和证据的合规检查","/glossary/ai-agent-compliance-audit","阅读 AI Audit Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","ai agent compliance audit","enterprise agent compliance; ai audit","What Is an AI Agent Compliance Audit?"
"recvrvmQ09z7Ho","""P1""","","定义钱包、签名、dApp 和链上动作风险","/glossary/web3-agent-security","阅读 Web3 Agent Security Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","web3 agent security","crypto ai agent security; onchain agent security","What Is Web3 Agent Security?"
"recvrvmQ09wR2T","""P1""","","定义 Agent 触发恶意授权或转账的防护目标","/glossary/ai-agent-wallet-drain-protection","阅读 Web3 Agent Security Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","wallet drain protection for ai agents","wallet drain protection; ai agent wallet security","What Is Wallet Drain Protection for AI Agents?"
"recvrvmQ09UIqZ","""P1""","","定义 Agent 签名交易时的授权、模拟和确认风险","/glossary/onchain-agent-signing-risk","阅读 Web3 Agent Security Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","onchain agent signing risk","ai agent transaction signing; agent wallet signing","What Is Onchain Agent Signing Risk?"
"recvrvmQ09uCTg","""P1""","","定义 dApp 内容诱导 Agent 执行危险链上动作的攻击","/glossary/malicious-dapp-prompt-attack","阅读 Web3 Prompt Attack Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","malicious dapp prompt attacks","web3 prompt injection; dapp prompt attack","What Is a Malicious dApp Prompt Attack?"
"recvrvmQ09CIof","""P1""","","定义针对 Agent 的链接、身份、授权和签名诱导","/glossary/web3-agent-phishing","阅读 Web3 Agent Security Guide","""未上线""","","","概念理解","","""Glossary""","""Blog""","","","web3 agent phishing","crypto ai agent phishing; agent wallet phishing","What Is Web3 Agent Phishing?"
"recvrvmQ09WDT5","""P1""","","采集工具调用、风险打分、审计异常并验证告警","/guides/how-to-analyze-ai-agent-tool-calls","查看 Runtime Guard","""未上线""","","","操作实施","","""Guide""","""Blog""","","","agent tool call analyzer","tool-call risk analysis; ai agent tool monitoring","How to Analyze AI Agent Tool Calls"
"recvrvmQ09qIu9","""P1""","","定义日志字段、留存、查询和完整性验证","/guides/how-to-build-ai-agent-audit-log","查看 AgentGuard 对应能力","""未上线""","","","操作实施","","""Guide""","""Blog""","","","ai agent audit logs","ai agent audit trail; agent activity log","How to Build an AI Agent Audit Log"
"recvrvmQ09YMOv","""P1""","","盘点 Agent、模型、工具、凭证、负责人和暴露面","/guides/how-to-create-ai-agent-inventory","阅读 Governance Guide","""未上线""","","","操作实施","","""Guide""","""Blog""","","","agent asset inventory","ai agent inventory; agent tool inventory","How to Create an AI Agent Asset Inventory"
"recvrvmQ09YTOG","""P1""","","建立默认拒绝、例外审批和策略测试流程","/guides/how-to-apply-deny-first-agent-policies","查看 AgentGuard 对应能力","""未上线""","","","操作实施","","""Guide""","""Blog""","","","deny-first governance","default deny ai agent policy; agent policy enforcement","How to Apply Deny-First Policies to AI Agents"
"recvrvmQ097Vhb","""P1""","","为 MCP 工具配置最小权限、审批和撤销","/guides/how-to-enforce-mcp-tool-permissions","阅读 MCP Governance Guide","""未上线""","","","操作实施","","""Guide""","""Blog""","","","mcp permissions","mcp authorization; mcp access control","How to Enforce MCP Tool Permissions"
"recvrvmQ09PgcB","""P1""","","审查配置、权限、工具、依赖、网络和日志","/guides/how-to-audit-mcp-server","查看 Deep Scan","""未上线""","","","操作实施","","""Guide""","""Blog""","","","mcp server security audit","mcp server security; mcp security checklist","How to Audit an MCP Server"
"recvrvmQ09Tb5O","""P1""","","建立来源验证、版本锁定、扫描、审批和更新监控","/guides/how-to-secure-mcp-supply-chain","查看 Deep Scan","""未上线""","","","操作实施","","""Guide""","""Blog""","","","mcp supply chain security","ai agent supply chain security; suspicious skill updates","How to Secure the MCP Supply Chain"
"recvrvmQ09MrPA","""P1""","","规范化文本、检测不可见字符并验证拦截","/guides/how-to-detect-unicode-prompt-attacks","查看 AgentGuard 对应能力","""未上线""","","","操作实施","","""Guide""","""Blog""","","","invisible unicode","unicode prompt attack detection; hidden unicode prompt","How to Detect Unicode Prompt Attacks"
"recvrvmQ09Fpma","""P1""","","限制检索范围、上下文暴露、工具访问和输出","/guides/how-to-prevent-rag-data-exfiltration","查看 AgentGuard 对应能力","""未上线""","","","操作实施","","""Guide""","""Blog""","","","rag data exfiltration","prevent rag data leakage; prompt injection protection","How to Prevent RAG Data Exfiltration"
"recvrvmQ099ROI","""P1""","","识别资产、信任边界、攻击路径、控制项和验证用例","/guides/how-to-threat-model-ai-agent","阅读 Threat Modeling Guide","""未上线""","","","操作实施","","""Guide""","""Blog""","","","ai agent threat model","ai agent attack surface; ai agent security risks","How to Threat Model an AI Agent"
"recvrvmQ091Whz","""P1""","","配置交易模拟、额度、allowlist、人工确认和失败保护","/guides/how-to-secure-ai-agent-wallet-signing","查看 Web3 Agent Security","""未上线""","","","操作实施","","""Guide""","""Blog""","","","onchain agent signing risk","ai agent transaction signing; wallet drain protection","How to Secure AI Agent Wallet Signing"
